Stock,LTP,CronTime,CALLS_Chart,CALLS_OI,CALLS_Chng in OI,CALLS_Volume,CALLS_IV,CALLS_LTP,CALLS_Net Chng,CALLS_Bid Qty,CALLS_Bid Price,CALLS_Ask Price,CALLS_Ask Qty,Strike Price,PUTS_Bid Qty,PUTS_Bid Price,PUTS_Ask Price,PUTS_Ask Qty,PUTS_Net Chng,PUTS_LTP,PUTS_IV,PUTS_Volume,PUTS_Chng in OI,PUTS_OI,PUTS_Chart,time_stamp
NIFTY,24636.9,30-Sep-2025 15:30:00,0,302.0,-325.0,402,0.0,7606.75,-85.0,75,7602.9,7609.15,75,17000.0,0,0.0,0.1,48450,-0.30000000000000004,0.1,0.0,18263,-460.0,2445.0,0,30-Sep-2025 15:30:00
NIFTY,24636.9,30-Sep-2025 15:30:00,0,103.0,-6.0,45,0.0,6630.0,-90.0,300,6576.9,6672.05,150,18000.0,0,0.0,0.1,22500,-0.4,0.05,162.99,7071,252.0,791.0,0,30-Sep-2025 15:30:00
NIFTY,24636.9,30-Sep-2025 15:30:00,0,17.0,-20.0,35,0.0,5645.0,-65.0,300,5186.7,5626.05,150,19000.0,1950,0.05,0.15,1800,-0.45,0.05,136.3,17195,56.0,1333.0,0,30-Sep-2025 15:30:00
NIFTY,24636.9,30-Sep-2025 15:30:00,0,397.0,-37.0,149,0.0,4619.95,-66.80000000000018,300,4295.25,4628.3,150,20000.0,0,0.0,0.1,26100,-0.35,0.1,115.98,31727,-208.0,4796.0,0,30-Sep-2025 15:30:00
NIFTY,24636.9,30-Sep-2025 15:30:00,0,2813.0,-29.0,1119,0.0,3617.6,-73.45000000000027,75,3613.0,3619.55,225,21000.0,0,0.0,0.05,27450,-0.35000000000000003,0.05,0.0,47699,-1123.0,9448.0,0,30-Sep-2025 15:30:00
NIFTY,24636.9,30-Sep-2025 15:30:00,0,1466.0,-109.0,767,0.0,2614.7,-77.30000000000018,150,2614.15,2614.8,75,22000.0,0,0.0,0.05,300,-0.4,0.05,0.0,141747,-13196.0,24376.0,0,30-Sep-2025 15:30:00
NIFTY,24636.9,30-Sep-2025 15:30:00,0,31.0,1.0,39,0.0,2036.8,-64.50000000000023,300,1855.75,2088.6,300,22600.0,17250,0.05,0.1,3900,-0.6499999999999999,0.05,48.51,168780,-19380.0,17027.0,0,30-Sep-2025 15:30:00
NIFTY,24636.9,30-Sep-2025 15:30:00,0,1.0,0.0,0,0.0,0.0,0.0,300,1846.35,2029.6,1725,22650.0,0,0.0,0.05,7875,-0.85,0.05,47.35,29834,-336.0,1871.0,0,30-Sep-2025 15:30:00
NIFTY,24636.9,30-Sep-2025 15:30:00,0,1.0,0.0,0,0.0,0.0,0.0,300,1811.5,1979.1,1725,22700.0,0,0.0,0.05,375,-1.0,0.05,46.2,61294,-2643.0,10453.0,0,30-Sep-2025 15:30:00
NIFTY,24636.9,30-Sep-2025 15:30:00,0,1.0,0.0,0,0.0,0.0,0.0,300,1763.0,1927.1,1725,22750.0,0,0.0,0.05,34350,-0.8999999999999999,0.05,0.0,42396,-250.0,3098.0,0,30-Sep-2025 15:30:00
NIFTY,24636.9,30-Sep-2025 15:30:00,0,246.0,-4.0,60,0.0,1814.85,-68.35000000000014,300,1665.45,1814.75,75,22800.0,0,0.0,0.1,61200,-1.0999999999999999,0.05,43.89,107254,-1005.0,19040.0,0,30-Sep-2025 15:30:00
