Stock,LTP,CronTime,CALLS_Chart,CALLS_OI,CALLS_Chng in OI,CALLS_Volume,CALLS_IV,CALLS_LTP,CALLS_Net Chng,CALLS_Bid Qty,CALLS_Bid Price,CALLS_Ask Price,CALLS_Ask Qty,Strike Price,PUTS_Bid Qty,PUTS_Bid Price,PUTS_Ask Price,PUTS_Ask Qty,PUTS_Net Chng,PUTS_LTP,PUTS_IV,PUTS_Volume,PUTS_Chng in OI,PUTS_OI,PUTS_Chart,time_stamp
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,0,0,0,0.0,0.0,0.0,25000,170.15,194.5,1875,740.0,1250,0.05,3.35,3750,0.0,0.0,0.0,0,0,0,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,0,0,0,0.0,0.0,0.0,3750,162.65,171.4,1875,760.0,0,0.0,0.1,11875,0.0,0.1,85.27,2,0,161,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,770.0,625,0.1,3.35,3750,0.0,0.0,0.0,0,0,3,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,1,0,0,0.0,0.0,0.0,3750,142.75,151.35,1875,780.0,1250,0.05,0.15,1875,0.0,0.1,75.22,4,0,157,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,790.0,0,0.0,0.9,625,0.0,0.0,0.0,0,0,126,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,15,0,0,0.0,0.0,0.0,1875,123.75,135.0,2500,800.0,13750,0.15,3.5,625,0.0,0.0,0.0,0,0,724,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,0,0,0,0.0,0.0,0.0,1875,113.75,124.15,4375,810.0,625,0.15,3.45,625,0.0,0.0,0.0,0,0,78,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,0,0,0,0.0,0.0,0.0,1875,103.0,111.5,1875,820.0,625,0.15,0.35,625,0.0,0.0,0.0,0,0,59,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,14,0,0,0.0,0.0,0.0,2500,92.95,101.5,2500,830.0,11875,0.2,0.3,4375,-0.09999999999999998,0.25,57.07,55,-3,225,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,23,0,0,0.0,0.0,0.0,1875,83.9,96.05,1875,840.0,625,0.3,4.45,1875,0.0,0.0,0.0,0,0,98,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,67,0,1,0.0,74.55,6.549999999999997,625,75.9,78.55,2500,850.0,1875,0.4,0.45,1875,-0.29999999999999993,0.4,48.86,3,0,241,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,23,0,0,0.0,0.0,0.0,2500,62.0,73.85,1875,860.0,1250,0.55,0.95,1250,0.0,0.0,0.0,0,0,134,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,26,0,0,0.0,0.0,0.0,2500,53.85,60.5,1875,870.0,3125,0.7,0.75,10000,-0.8,0.7,41.58,75,4,189,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,171,0,1,38.49,48.85,18.0,625,47.05,48.55,625,880.0,3125,1.1,1.2,4375,-1.4,1.1,38.71,145,-28,325,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,189,0,16,44.89,39.55,16.849999999999998,625,38.1,39.15,625,890.0,4375,1.7,1.8,3750,-2.5999999999999996,1.7,37.32,204,-16,308,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,725,90,277,37.05,30.85,14.75,625,29.05,29.9,625,900.0,1875,3.0,3.1,625,-4.15,3.1,35.6,525,19,791,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,327,-16,134,31.95,22.45,11.6,625,21.65,22.2,625,910.0,1250,5.05,5.2,1875,-7.1,4.9,35.28,330,63,683,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,592,-28,470,31.65,15.3,8.25,625,15.05,15.35,625,920.0,1250,8.55,8.8,625,-9.049999999999999,8.9,34.48,303,49,481,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,627,23,928,34.3,10.95,6.299999999999999,625,10.55,10.95,1250,930.0,625,12.8,13.3,625,-12.65,13.15,36.73,133,19,330,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,642,-1,522,35.71,6.9,3.7500000000000004,1250,6.8,7.0,625,940.0,625,20.0,20.85,625,-14.25,19.85,39.13,39,1,470,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,869,-8,501,37.71,4.85,2.6999999999999997,1250,4.85,5.0,1875,950.0,625,26.85,27.8,625,-16.65,26.6,35.94,10,1,457,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,708,-3,231,41.02,3.15,1.65,1875,3.1,3.2,625,960.0,625,33.75,38.35,625,0.0,0.0,0.0,0,0,250,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,967,8,260,42.92,2.3,1.0999999999999999,5000,2.25,2.35,3750,970.0,625,44.0,45.55,625,-15.399999999999999,47.85,59.37,1,0,353,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,802,-1,117,45.08,1.6,0.6500000000000001,5000,1.55,1.65,9375,980.0,625,54.05,55.55,625,-18.049999999999997,54.5,50.27,10,-2,819,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,582,-1,93,49.18,1.2,0.3999999999999999,1875,1.2,1.25,5000,990.0,625,61.55,66.05,2500,0.0,0.0,0.0,0,0,380,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,1509,-21,326,51.04,0.95,0.19999999999999996,16250,0.85,0.95,10625,1000.0,625,73.85,74.9,625,-18.30000000000001,73.6,50.19,9,-2,734,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,407,-64,187,53.92,0.75,0.15000000000000002,6250,0.75,0.8,5000,1010.0,2500,79.5,87.4,5000,0.0,0.0,0.0,0,0,177,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,450,2,17,57.5,0.6,0.0,1875,0.6,0.7,1875,1020.0,2500,88.85,97.75,2500,0.0,0.0,0.0,0,0,198,0,23-Dec-2024 09:26:03
JINDALSTEL,926.45,23-Dec-2024 09:26:03,0,267,17,98,60.66,0.6,0.0,3750,0.55,0.6,6875,1030.0,1875,99.25,107.9,2500,0.0,0.0,0.0,0,0,55,0,23-Dec-2024 09:26:03
