Stock,LTP,CronTime,CALLS_Chart,CALLS_OI,CALLS_Chng in OI,CALLS_Volume,CALLS_IV,CALLS_LTP,CALLS_Net Chng,CALLS_Bid Qty,CALLS_Bid Price,CALLS_Ask Price,CALLS_Ask Qty,Strike Price,PUTS_Bid Qty,PUTS_Bid Price,PUTS_Ask Price,PUTS_Ask Qty,PUTS_Net Chng,PUTS_LTP,PUTS_IV,PUTS_Volume,PUTS_Chng in OI,PUTS_OI,PUTS_Chart,time_stamp
BANKNIFTY,50832.9,01-Apr-2025 15:25:26,0,25,0,0,0.0,0.0,0.0,600,10346.3,10830.9,750,40500.0,1140,6.4,6.75,210,-0.6499999999999995,6.4,36.27,6793,-212,5628,0,01-Apr-2025 15:25:26
BANKNIFTY,50832.9,01-Apr-2025 15:25:26,0,110,-6,22,44.21,10140.0,-616.7999999999993,30,10114.6,10147.1,150,41000.0,1050,6.6,6.85,180,-0.20000000000000018,6.75,34.72,12705,2120,7339,0,01-Apr-2025 15:25:26
BANKNIFTY,50832.9,01-Apr-2025 15:25:26,0,7,0,0,0.0,0.0,0.0,600,9335.9,9808.45,750,41500.0,1290,7.2,7.6,450,0.10000000000000053,7.2,33.11,7269,1342,2575,0,01-Apr-2025 15:25:26
BANKNIFTY,50832.9,01-Apr-2025 15:25:26,0,535,-38,100,39.07,9110.45,-598.75,30,9110.3,9199.95,600,42000.0,1440,7.5,7.65,600,-0.09999999999999964,7.5,31.69,14862,1665,6047,0,01-Apr-2025 15:25:26
BANKNIFTY,50832.9,01-Apr-2025 15:25:26,0,0,0,0,0.0,0.0,0.0,600,8356.55,8820.6,600,42500.0,60,8.2,8.35,90,0.6000000000000005,8.3,30.31,4429,-113,865,0,01-Apr-2025 15:25:26
BANKNIFTY,50832.9,01-Apr-2025 15:25:26,0,0,0,0,0.0,0.0,0.0,600,7770.5,8430.55,600,42900.0,90,8.95,9.45,90,0.9000000000000004,9.05,29.08,1442,-201,143,0,01-Apr-2025 15:25:26
BANKNIFTY,50832.9,01-Apr-2025 15:25:26,0,248,-7,16,25.69,8112.4,-656.9500000000007,180,8119.7,8162.5,150,43000.0,900,9.15,9.3,480,0.9499999999999993,9.2,28.97,8340,787,3140,0,01-Apr-2025 15:25:26
BANKNIFTY,50832.9,01-Apr-2025 15:25:26,0,0,0,0,0.0,0.0,0.0,600,7620.6,8229.6,600,43100.0,30,9.6,9.75,90,0.0,9.4,28.84,645,28,59,0,01-Apr-2025 15:25:26
BANKNIFTY,50832.9,01-Apr-2025 15:25:26,0,1,0,0,0.0,0.0,0.0,600,7355.05,8122.2,600,43200.0,210,9.6,10.0,150,1.5,9.7,28.56,427,42,65,0,01-Apr-2025 15:25:26
BANKNIFTY,50832.9,01-Apr-2025 15:25:26,0,0,0,0,0.0,0.0,0.0,600,7278.45,8026.1,600,43300.0,210,9.8,10.2,120,0.75,9.85,28.13,287,18,37,0,01-Apr-2025 15:25:26
