Stock,LTP,CronTime,CALLS_Chart,CALLS_OI,CALLS_Chng in OI,CALLS_Volume,CALLS_IV,CALLS_LTP,CALLS_Net Chng,CALLS_Bid Qty,CALLS_Bid Price,CALLS_Ask Price,CALLS_Ask Qty,Strike Price,PUTS_Bid Qty,PUTS_Bid Price,PUTS_Ask Price,PUTS_Ask Qty,PUTS_Net Chng,PUTS_LTP,PUTS_IV,PUTS_Volume,PUTS_Chng in OI,PUTS_OI,PUTS_Chart,time_stamp
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,3,0,0,0.0,0.0,0.0,450,8077.05,9458.35,750,40500.0,7380,4.35,4.4,3000,0.0,4.35,38.66,28891,2522,25251,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,146,0,0,0.0,0.0,0.0,450,8591.2,8986.55,450,41000.0,330,4.65,4.75,480,-0.14999999999999947,4.65,36.83,9040,-467,6101,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,8021.35,8486.1,450,41500.0,120,5.05,5.15,270,-0.15000000000000036,5.1,35.14,5828,64,2361,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,139,0,11,0.0,7350.0,-282.25,60,7788.55,7954.95,1560,42000.0,960,5.6,5.75,1020,-0.15000000000000036,5.8,33.47,10182,-340,11254,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,7121.35,7492.25,450,42500.0,480,6.3,6.35,60,-0.10000000000000053,6.35,31.71,10439,814,6783,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,378,-13,141,0.0,6390.15,-289.0,60,6796.75,6860.85,30,43000.0,420,6.65,6.7,120,-0.09999999999999964,6.65,29.83,23916,1042,14299,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,6161.9,6989.35,450,43100.0,120,6.0,6.85,180,-0.20000000000000018,6.85,29.44,1915,90,351,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,6065.85,6882.6,450,43200.0,360,5.9,7.15,120,-0.14999999999999947,6.95,29.07,1387,97,218,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,5970.0,6735.4,450,43300.0,330,5.85,7.2,360,-0.6499999999999995,6.65,28.68,2346,99,373,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,5872.9,6597.25,450,43400.0,480,7.0,7.2,120,-0.10000000000000053,7.1,28.33,1081,28,604,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,10,0,0,0.0,0.0,0.0,450,6171.15,6486.35,450,43500.0,510,7.25,7.35,330,-0.2999999999999998,7.25,28.1,25484,193,4476,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,6071.8,6381.0,450,43600.0,180,7.5,7.75,360,0.1999999999999993,7.85,27.77,2304,65,491,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,5929.4,6287.2,450,43700.0,510,7.55,7.75,180,-0.2999999999999998,7.65,27.41,1113,99,285,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,5828.9,6187.35,450,43800.0,240,7.65,7.85,180,-0.25,7.75,26.99,1769,54,661,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,5649.7,6087.2,450,43900.0,90,7.6,8.2,90,0.09999999999999964,8.15,26.67,970,86,324,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,1015,-20,32,0.0,5800.6,157.25,330,5801.1,5848.6,180,44000.0,330,7.95,8.0,540,-0.05000000000000071,8.0,26.25,42577,689,16999,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,5576.2,5877.5,450,44100.0,90,8.9,9.05,570,0.09999999999999964,8.95,26.17,3200,325,732,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,5476.9,5777.6,450,44200.0,240,9.05,9.25,630,-0.15000000000000036,9.2,25.86,2726,96,336,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,5377.7,5688.2,450,44300.0,90,9.25,9.45,240,0.25,9.25,25.51,4065,-62,951,0,12-Feb-2025 13:16:22
BANKNIFTY,49599.9,12-Feb-2025 13:16:22,0,0,0,0,0.0,0.0,0.0,450,5278.75,5575.0,450,44400.0,570,9.85,10.0,180,-0.34999999999999964,10.0,25.22,2463,34,1105,0,12-Feb-2025 13:16:22
