Stock,LTP,CronTime,CALLS_Chart,CALLS_OI,CALLS_Chng in OI,CALLS_Volume,CALLS_IV,CALLS_LTP,CALLS_Net Chng,CALLS_Bid Qty,CALLS_Bid Price,CALLS_Ask Price,CALLS_Ask Qty,Strike Price,PUTS_Bid Qty,PUTS_Bid Price,PUTS_Ask Price,PUTS_Ask Qty,PUTS_Net Chng,PUTS_LTP,PUTS_IV,PUTS_Volume,PUTS_Chng in OI,PUTS_OI,PUTS_Chart,time_stamp
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,2353.25,2833.85,1000,21600.0,655200,0.5,0.55,409325,0.20000000000000007,0.55,76.52,1067836,-87651,155182,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,3,0,0,0.0,0.0,0.0,1000,2513.3,2647.15,50,21650.0,176300,0.5,0.55,182075,0.09999999999999998,0.5,74.45,352077,-1737,28103,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,3,0,2,143.87,2585.0,-360.0,1000,2480.8,2580.3,1000,21700.0,62300,0.55,0.6,96050,0.10000000000000003,0.55,73.7,247359,-4037,19634,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,2396.25,2558.75,1000,21750.0,39150,0.55,0.6,75075,0.10000000000000003,0.55,72.3,142456,-1329,8943,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,2372.0,2477.6,1000,21800.0,19025,0.6,0.65,24825,0.2,0.65,72.03,192790,-7168,13528,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,2295.3,2440.45,1000,21850.0,22550,0.65,0.7,13975,0.24999999999999994,0.7,70.61,49805,-1181,4558,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,2290.9,2396.35,1000,21900.0,11075,0.7,0.75,6150,0.3,0.75,69.69,78685,-564,8130,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,2222.1,2326.85,1000,21950.0,23375,0.7,0.75,8550,0.19999999999999996,0.75,68.26,32527,-1418,4070,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,13,0,0,0.0,0.0,0.0,1000,2180.35,2309.3,1000,22000.0,236000,0.7,0.75,96650,0.25,0.75,67.29,258913,-5428,51728,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,2125.5,2254.25,1000,22050.0,14600,0.7,0.75,3375,0.15000000000000002,0.75,65.86,34045,2533,4802,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,15,4,15,142.26,2220.0,-86.0,75,2128.95,2147.55,175,22100.0,32000,0.75,0.8,26975,0.09999999999999998,0.75,64.43,99868,7026,12077,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,2028.25,2156.7,1000,22150.0,925,0.9,0.95,1900,0.25,0.95,64.18,14936,1064,2333,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,16,-3,21,143.43,2135.0,-50.0,75,2014.35,2038.8,25,22200.0,3575,0.9,0.95,4175,0.20000000000000007,0.9,62.72,54286,2124,13666,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,1895.9,2113.7,1000,22250.0,9550,0.95,1.0,3525,0.25,0.95,61.95,24554,601,2807,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,11,-1,20,163.31,2105.0,55.0,75,1903.0,1942.8,25,22300.0,9700,0.95,1.0,20075,0.25,0.95,60.16,91547,-636,9996,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,1712.5,1946.25,1000,22350.0,2075,1.0,1.05,5025,0.30000000000000004,1.05,59.33,25158,380,3638,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,22,-3,27,149.83,1982.0,5.75,100,1813.4,1860.3,1000,22400.0,22275,0.95,1.0,20875,0.25,1.0,57.85,82557,7155,15876,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,1,0,0,0.0,0.0,0.0,1025,1742.05,1859.4,1000,22450.0,5850,1.15,1.2,6400,0.34999999999999987,1.15,57.21,25898,181,2675,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,191,-9,33,111.48,1796.5,-85.59999999999991,75,1729.5,1736.5,100,22500.0,101175,1.1,1.15,80400,0.40000000000000013,1.1,55.46,414121,30571,154544,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,1639.85,1745.9,1000,22550.0,6125,1.3,1.35,16650,0.45000000000000007,1.3,54.72,69952,9422,19035,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,24,-1,16,138.23,1781.65,-5.899999999999864,25,1630.45,1645.35,25,22600.0,9825,1.3,1.35,7475,0.4,1.3,53.22,103326,10669,24306,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,1511.45,1639.8,1000,22650.0,14925,1.35,1.4,9125,0.44999999999999996,1.4,51.94,58312,7846,16936,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,133,0,4,136.63,1695.0,25.0,75,1501.35,1576.5,1000,22700.0,20900,1.3,1.35,23575,0.30000000000000004,1.3,50.64,181013,3275,60057,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,1474.3,1525.7,1000,22750.0,1775,1.4,1.45,6700,0.3999999999999999,1.4,49.13,60478,3957,9925,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,14,0,5,64.72,1442.0,-158.0,75,1426.6,1438.45,350,22800.0,46800,1.35,1.4,47175,0.44999999999999996,1.4,47.61,178251,11940,33767,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,1,0,0,0.0,0.0,0.0,1025,1374.9,1423.75,1000,22850.0,5575,1.55,1.6,4225,0.44999999999999996,1.55,46.84,70849,2244,8775,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,7,0,4,100.49,1420.0,-130.0,225,1323.1,1344.5,225,22900.0,35750,1.55,1.6,30625,0.5,1.55,45.47,201426,23455,54017,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,0,0,0,0.0,0.0,0.0,1000,1275.15,1323.8,1000,22950.0,39500,1.7,1.75,20250,0.6000000000000001,1.75,44.25,151209,24265,38073,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,614,-38,221,53.66,1248.0,-130.25,125,1228.9,1235.05,125,23000.0,163350,1.6,1.65,88700,0.44999999999999996,1.65,42.53,735879,35250,224372,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,2,0,0,0.0,0.0,0.0,1000,1150.85,1197.9,1000,23050.0,29325,1.75,1.8,30900,0.5,1.8,41.42,208498,24111,52800,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,15,0,27,81.99,1198.4,-76.59999999999991,75,1135.05,1157.1,1000,23100.0,37000,1.85,1.9,54000,0.6499999999999999,1.9,39.85,260057,29730,73474,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,2,0,0,0.0,0.0,0.0,1000,1063.25,1121.8,1025,23150.0,22850,1.9,1.95,10650,0.5499999999999998,1.9,38.53,198978,35394,54279,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,41,-30,158,41.41,1046.75,-128.54999999999995,25,1034.25,1038.05,75,23200.0,34675,1.85,1.9,66525,0.55,1.85,36.82,420771,18422,91751,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,7,2,16,59.02,1011.45,-92.54999999999995,75,979.05,986.9,100,23250.0,24675,1.85,1.9,25700,0.5,1.9,35.47,188918,11119,22169,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,157,-100,127,48.44,950.0,-121.15000000000009,100,933.0,937.45,25,23300.0,28350,2.1,2.15,23075,0.7000000000000002,2.1,34.21,588282,23537,94795,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,62,0,40,45.38,888.0,-135.45000000000005,175,882.25,885.1,25,23350.0,23650,2.1,2.15,9875,0.5999999999999999,2.15,32.9,374004,14243,34251,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,211,-8,171,43.85,852.0,-119.10000000000002,100,842.35,844.4,175,23400.0,32875,2.45,2.5,8800,0.7500000000000002,2.45,31.73,781708,4241,115829,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,52,-2,13,44.32,800.45,-124.84999999999991,50,782.65,787.3,25,23450.0,25525,2.7,2.75,14675,1.0,2.75,30.41,406546,9519,31977,0,18-Dec-2024 11:25:19
NIFTY,24231.6,18-Dec-2024 11:25:19,0,1436,-59,1369,41.87,748.0,-123.04999999999995,50,743.9,746.6,375,23500.0,30150,2.95,3.0,23375,1.1,3.0,29.18,1397086,49701,299243,0,18-Dec-2024 11:25:19
