Stock,LTP,CronTime,CALLS_Chart,CALLS_OI,CALLS_Chng in OI,CALLS_Volume,CALLS_IV,CALLS_LTP,CALLS_Net Chng,CALLS_Bid Qty,CALLS_Bid Price,CALLS_Ask Price,CALLS_Ask Qty,Strike Price,PUTS_Bid Qty,PUTS_Bid Price,PUTS_Ask Price,PUTS_Ask Qty,PUTS_Net Chng,PUTS_LTP,PUTS_IV,PUTS_Volume,PUTS_Chng in OI,PUTS_OI,PUTS_Chart,time_stamp
NIFTY,23282.85,11-Feb-2025 11:24:48,0,20,0,0,0.0,0.0,0.0,1125,1991.9,2379.6,1125,21100.0,1734825,0.45,0.5,1522575,0.0,0.5,46.2,124649,-6064,60048,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1125,1951.2,2314.35,1125,21150.0,279075,0.45,0.5,259950,0.0,0.5,45.18,20708,29,6005,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1125,2056.9,2157.2,1125,21200.0,273300,0.45,0.5,99525,0.0,0.5,44.17,19095,-676,5712,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1875,1994.8,2182.8,1125,21250.0,165525,0.45,0.5,90900,-0.09999999999999998,0.5,43.15,7637,398,2065,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1125,1960.6,2072.7,1125,21300.0,98925,0.5,0.55,56550,-0.04999999999999993,0.55,42.56,10786,-581,11293,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1125,1772.9,2099.4,1125,21350.0,69900,0.5,0.55,10050,-0.15000000000000002,0.5,41.54,8409,-145,1666,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1125,1855.15,2041.55,1125,21400.0,155700,0.5,0.55,80100,-0.09999999999999998,0.5,40.51,13178,245,7100,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1125,1649.15,1997.65,1125,21450.0,83250,0.5,0.55,23100,-0.15000000000000002,0.5,39.49,7786,152,2517,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,16,0,0,0.0,0.0,0.0,1125,1585.65,1924.6,1125,21500.0,198300,0.55,0.6,248550,-0.04999999999999993,0.55,38.83,47864,-830,35615,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1125,1536.65,1921.7,1125,21550.0,40050,0.55,0.6,38775,-0.050000000000000044,0.6,37.8,8630,-21,1793,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,8,0,0,0.0,0.0,0.0,1125,1491.1,1936.3,1125,21600.0,67425,0.55,0.6,49725,-0.09999999999999998,0.55,36.77,12269,-734,7251,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1125,1604.45,1775.05,1125,21650.0,112425,0.55,0.6,9900,-0.09999999999999998,0.55,35.74,16037,493,3646,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,2,0,0,0.0,0.0,0.0,1125,1414.05,1702.0,1125,21700.0,124725,0.55,0.6,57375,-0.09999999999999998,0.6,35.02,20129,-247,13703,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1125,1512.8,1605.65,1125,21750.0,41025,0.6,0.65,26025,-0.09999999999999998,0.65,34.26,7862,179,2199,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,5,0,0,0.0,0.0,0.0,1200,1460.6,1618.0,1125,21800.0,161250,0.6,0.65,86325,-0.09999999999999998,0.65,33.21,21673,-596,8653,0,11-Feb-2025 11:24:48
NIFTY,23282.85,11-Feb-2025 11:24:48,0,0,0,0,0.0,0.0,0.0,1125,1282.85,1612.15,1125,21850.0,31500,0.65,0.7,30975,-0.050000000000000044,0.7,32.17,15071,-48,2184,0,11-Feb-2025 11:24:48
