Stock,LTP,CronTime,CALLS_Chart,CALLS_OI,CALLS_Chng in OI,CALLS_Volume,CALLS_IV,CALLS_LTP,CALLS_Net Chng,CALLS_Bid Qty,CALLS_Bid Price,CALLS_Ask Price,CALLS_Ask Qty,Strike Price,PUTS_Bid Qty,PUTS_Bid Price,PUTS_Ask Price,PUTS_Ask Qty,PUTS_Net Chng,PUTS_LTP,PUTS_IV,PUTS_Volume,PUTS_Chng in OI,PUTS_OI,PUTS_Chart,time_stamp
ANGELONE,2463.0,21-Apr-2025 10:02:16,0,7,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1600.0,1200,0.25,0.5,2600,-0.75,0.5,0.0,1,0,101,0,21-Apr-2025 10:02:16
ANGELONE,2463.0,21-Apr-2025 10:02:16,0,4,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1700.0,600,0.75,2.6,200,-0.7,0.75,167.79,2,-1,67,0,21-Apr-2025 10:02:16
ANGELONE,2463.0,21-Apr-2025 10:02:16,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1750.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,21-Apr-2025 10:02:16
ANGELONE,2463.0,21-Apr-2025 10:02:16,0,55,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1800.0,7000,0.3,0.9,200,-2.1,0.3,130.18,40,-27,452,0,21-Apr-2025 10:02:16
ANGELONE,2463.0,21-Apr-2025 10:02:16,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1850.0,3800,0.2,1.4,600,-2.5999999999999996,0.2,114.92,1,0,43,0,21-Apr-2025 10:02:16
ANGELONE,2463.0,21-Apr-2025 10:02:16,0,99,0,1,0.0,373.45,-19.650000000000034,200,535.4,688.0,400,1900.0,6000,0.6,1.0,400,-2.8,0.95,119.72,82,-57,696,0,21-Apr-2025 10:02:16
ANGELONE,2463.0,21-Apr-2025 10:02:16,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1950.0,800,0.1,2.6,200,0.0,0.0,0.0,0,0,205,0,21-Apr-2025 10:02:16
ANGELONE,2463.0,21-Apr-2025 10:02:16,0,195,0,0,0.0,0.0,0.0,1200,470.0,520.0,1400,2000.0,600,0.7,0.95,1600,-3.95,0.7,103.43,347,-322,1424,0,21-Apr-2025 10:02:16
ANGELONE,2463.0,21-Apr-2025 10:02:16,0,108,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2050.0,2600,0.05,1.0,200,-5.15,0.05,67.29,29,-28,233,0,21-Apr-2025 10:02:16
ANGELONE,2463.0,21-Apr-2025 10:02:16,0,303,0,6,0.0,375.0,117.10000000000002,800,341.1,425.0,600,2100.0,2000,0.65,1.05,1200,-5.95,1.05,83.69,216,-206,1608,0,21-Apr-2025 10:02:16
