Stock,LTP,CronTime,CALLS_Chart,CALLS_OI,CALLS_Chng in OI,CALLS_Volume,CALLS_IV,CALLS_LTP,CALLS_Net Chng,CALLS_Bid Qty,CALLS_Bid Price,CALLS_Ask Price,CALLS_Ask Qty,Strike Price,PUTS_Bid Qty,PUTS_Bid Price,PUTS_Ask Price,PUTS_Ask Qty,PUTS_Net Chng,PUTS_LTP,PUTS_IV,PUTS_Volume,PUTS_Chng in OI,PUTS_OI,PUTS_Chart,time_stamp
NIFTY,23249.5,30-Jan-2025 15:30:00,0,2,1,1,100.98,2170.35,262.9499999999998,50,2139.7,2154.1,25,21100.0,0,0.0,0.05,708600,-0.15000000000000002,0.05,54.31,361194,-32911,89085,0,30-Jan-2025 15:30:00
NIFTY,23249.5,30-Jan-2025 15:30:00,0,0,0,0,0.0,0.0,0.0,1150,1975.35,2269.9,1125,21150.0,0,0.0,0.05,523750,-0.2,0.05,53.08,147478,-1419,29833,0,30-Jan-2025 15:30:00
NIFTY,23249.5,30-Jan-2025 15:30:00,0,0,0,0,0.0,0.0,0.0,1150,1928.5,2214.85,1125,21200.0,0,0.0,0.05,95125,-0.2,0.05,51.84,61618,-708,13820,0,30-Jan-2025 15:30:00
NIFTY,23249.5,30-Jan-2025 15:30:00,0,15,-8,18,0.0,1991.65,120.15000000000009,25,1998.7,2004.0,50,21250.0,0,0.0,0.05,870250,-0.2,0.05,50.61,260511,-64282,136688,0,30-Jan-2025 15:30:00
NIFTY,23249.5,30-Jan-2025 15:30:00,0,4,4,10,85.99,1965.0,-1348.8000000000002,225,1944.5,1954.85,100,21300.0,0,0.0,0.05,137050,-0.25,0.05,49.38,108279,-14872,56602,0,30-Jan-2025 15:30:00
NIFTY,23249.5,30-Jan-2025 15:30:00,0,6,0,0,0.0,1790.0,0.0,1150,1787.85,1936.4,125,21350.0,0,0.0,0.05,81175,-0.4,0.05,48.15,158444,-28169,100450,0,30-Jan-2025 15:30:00
NIFTY,23249.5,30-Jan-2025 15:30:00,0,18,-2,7,0.0,1804.5,61.84999999999991,50,1845.95,1853.75,150,21400.0,0,0.0,0.05,26625,-0.45,0.05,46.92,109233,-24418,38306,0,30-Jan-2025 15:30:00
NIFTY,23249.5,30-Jan-2025 15:30:00,0,24,0,10,0.0,1793.0,179.45000000000005,50,1796.4,1804.1,125,21450.0,0,0.0,0.05,20900,-0.35000000000000003,0.05,45.69,48179,-5421,14838,0,30-Jan-2025 15:30:00
NIFTY,23249.5,30-Jan-2025 15:30:00,0,719,-252,357,0.0,1747.15,102.80000000000018,75,1745.9,1750.95,150,21500.0,0,0.0,0.05,155450,-0.45,0.05,44.47,319207,-51766,83053,0,30-Jan-2025 15:30:00
NIFTY,23249.5,30-Jan-2025 15:30:00,0,0,0,0,0.0,0.0,0.0,1125,1595.95,1813.6,1125,21550.0,0,0.0,0.05,51850,-0.45,0.05,43.24,42679,-2754,7153,0,30-Jan-2025 15:30:00
NIFTY,23249.5,30-Jan-2025 15:30:00,0,3346,-836,914,0.0,1649.65,119.40000000000009,25,1647.1,1650.1,100,21600.0,8075,0.05,0.15,1225,-0.4,0.05,44.25,185553,-22054,36670,0,30-Jan-2025 15:30:00
